"BASE_PRICE","PRICE","WEEK_END_DATE","STORE_NUM","UPC","MANUFACTURER","DISPLAY","FEATURE","TPR_ONLY","UNITS"
7.29,7.29,40471,"17615","7218063052","TONYS",0,0,0,3
3.5,3.5,40877,"25229","1111087395","PRIVATE LABEL",0,0,0,2
3.27,3.27,39834,"11967","1111087398","PRIVATE LABEL",0,0,0,25
7.49,7.49,40884,"15763","7218063052","TONYS",0,0,0,2
6.49,6.49,40331,"15763","2066200532","KING",0,0,0,2
7.49,7.49,40646,"21479","7218063979","TONYS",0,0,0,1
6.38,6.38,39967,"9825","7218063983","TONYS",0,0,0,3
3.32,3.32,40135,"21479","1111087395","PRIVATE LABEL",0,0,0,18
4.58,3.92,40394,"19265","1111087398","PRIVATE LABEL",0,0,1,25
3.34,3.34,40646,"15763","1111087395","PRIVATE LABEL",0,0,0,2
6.38,6.38,39939,"25027","7218063983","TONYS",0,0,0,2
6.59,6.59,40282,"25261","7192100336","TOMBSTONE",0,0,0,11
6.59,6.59,40030,"2541","7192100337","TOMBSTONE",0,0,0,3
3.28,2.9,40576,"17599","1111087398","PRIVATE LABEL",0,0,1,16
2.95,2.95,40541,"8263","1111087395","PRIVATE LABEL",0,0,0,8
7.29,7.29,40436,"4521","7218063052","TONYS",0,0,0,2
3.95,3.95,40835,"23061","1111087395","PRIVATE LABEL",0,0,0,11
6.89,6.89,40429,"11761","7218063052","TONYS",0,0,0,3
6.36,5.49,40009,"623","7218063979","TONYS",0,0,1,1
6.27,6.27,40268,"15531","7218063983","TONYS",0,0,0,1
7.49,7.49,40779,"26983","7218063983","TONYS",0,0,0,1
6.89,6.89,40534,"26973","7218063052","TONYS",0,0,0,14
5.99,5.99,40681,"26983","2066200530","KING",0,0,0,4
6.49,6.49,40261,"2505","2066200531","KING",0,0,0,2
7.49,4.64,40681,"4489","7218063979","TONYS",1,1,0,10
3.27,3.27,40429,"19523","1111087398","PRIVATE LABEL",0,0,0,16
3.34,3.34,39918,"623","1111087398","PRIVATE LABEL",0,0,0,10
7.09,7.09,40653,"13609","7218063983","TONYS",0,0,0,4
6.59,6.59,40198,"13827","7192100337","TOMBSTONE",0,0,0,13
6.49,4.49,40744,"23345","2066200530","KING",1,0,0,22
5.99,5.99,40618,"6187","2066200531","KING",0,0,0,3
4.79,4.79,40310,"21227","1111087395","PRIVATE LABEL",0,0,0,6
7.49,7.49,40835,"17615","7218063979","TONYS",0,0,0,2
2.9,2.9,40548,"17599","1111087395","PRIVATE LABEL",0,0,0,20
6.89,6.89,40443,"9825","7218063052","TONYS",0,0,0,3
3.28,3.28,40107,"23345","1111087395","PRIVATE LABEL",0,0,0,6
6.29,5.99,39834,"623","7192100336","TOMBSTONE",0,1,0,17
7.19,7.19,40653,"25027","7192100336","TOMBSTONE",0,0,0,9
6.59,6.59,40548,"17599","7192100336","TOMBSTONE",0,0,0,2
5.99,5.99,40632,"13837","2066200530","KING",0,0,0,4
5.49,4.3,40814,"13837","7192100336","TOMBSTONE",0,1,0,29
4.71,4.71,40226,"2281","1111087396","PRIVATE LABEL",0,0,0,12
6.59,6.59,40296,"15765","7192100337","TOMBSTONE",1,0,0,10
7.49,7.49,40646,"25261","7218063979","TONYS",0,0,0,2
5.99,5.99,40394,"12011","2066200530","KING",0,0,0,1
6.79,6.79,39946,"19521","7218063979","TONYS",0,0,0,2
6.49,6.49,40338,"2505","7218063983","TONYS",0,0,0,1
5,3.84,40709,"389","1111087396","PRIVATE LABEL",0,0,1,9
3.57,3.57,40905,"15763","1111087395","PRIVATE LABEL",0,0,0,4
3.33,3.33,39897,"6379","1111087396","PRIVATE LABEL",0,0,0,5
3.3,3.3,39834,"8263","1111087395","PRIVATE LABEL",0,0,0,9
5.99,5.99,40814,"13837","2066200531","KING",0,0,0,3
6.59,6.59,40058,"17615","7192100337","TOMBSTONE",0,0,0,13
6.79,5.49,40009,"29159","7218063052","TONYS",0,0,1,4
3.33,3.33,40387,"19533","1111087396","PRIVATE LABEL",0,0,0,19
6.59,6.59,40065,"13837","7192100339","TOMBSTONE",0,0,0,4
3.28,3.28,40492,"25229","1111087398","PRIVATE LABEL",0,0,0,23
3.28,3.28,40121,"6431","1111087396","PRIVATE LABEL",0,0,0,19
6.59,6.59,40569,"19521","7192100337","TOMBSTONE",0,0,0,2
3.23,3.23,40520,"23061","1111087396","PRIVATE LABEL",0,0,0,21
6.99,6.99,40170,"15547","7192100336","TOMBSTONE",1,0,0,3
3.34,3.34,39925,"623","1111087396","PRIVATE LABEL",0,0,0,8
7.29,7.29,40534,"4503","7218063979","TONYS",0,0,0,5
6.99,6.99,40275,"23055","7192100336","TOMBSTONE",0,0,0,3
5.99,5.99,40751,"367","2066200530","KING",0,0,0,1
3.24,3.24,40471,"4503","1111087395","PRIVATE LABEL",0,0,0,17
7.89,4.99,40751,"25253","7218063052","TONYS",1,1,0,7
6.99,6.99,40380,"23067","7192100339","TOMBSTONE",0,0,0,7
5.99,5.99,40548,"26981","2066200531","KING",0,0,0,3
4.89,4.89,40121,"25021","1111087398","PRIVATE LABEL",0,0,0,3
6.49,4.49,40737,"26981","2066200531","KING",1,1,0,6
6.59,6.59,40695,"2277","7192100337","TOMBSTONE",0,0,0,12
3.33,3.33,39904,"23345","1111087395","PRIVATE LABEL",0,0,0,5
5.8,5.8,40849,"25001","7192100337","TOMBSTONE",0,0,0,12
4,4,40772,"21221","1111087396","PRIVATE LABEL",0,0,0,14
6.99,6.99,40485,"21227","7192100337","TOMBSTONE",0,0,0,8
6.99,6.99,40191,"9825","7192100337","TOMBSTONE",0,0,0,6
6.49,5.29,40359,"4503","7218063052","TONYS",0,0,1,8
6.79,5.49,40744,"15765","7192100336","TOMBSTONE",1,0,0,12
6.99,4.99,40429,"4259","7192100337","TOMBSTONE",0,0,1,22
6.38,3.99,40191,"4245","7218063979","TONYS",1,1,0,78
6.59,5.64,40821,"389","7192100337","TOMBSTONE",0,0,1,9
6.59,6.59,39953,"29159","7192100336","TOMBSTONE",0,0,0,3
6.89,6.89,40548,"25027","7218063983","TONYS",0,0,0,6
6.59,5.64,40772,"21213","7192100337","TOMBSTONE",1,1,0,7
5.8,5.8,40898,"21221","7192100337","TOMBSTONE",0,0,0,15
6.59,5.77,40149,"4521","7192100339","TOMBSTONE",0,1,0,16
5.8,5.8,40856,"13853","7192100339","TOMBSTONE",0,0,0,7
6.59,6.59,39974,"2541","7192100337","TOMBSTONE",0,0,0,5
6.59,6.59,40114,"21485","7192100339","TOMBSTONE",0,0,0,3
3.31,3.31,40135,"29159","1111087396","PRIVATE LABEL",0,0,0,5
7.49,7.49,40023,"367","7192100339","TOMBSTONE",0,0,0,3
6.59,6.59,40310,"19523","7192100339","TOMBSTONE",0,0,0,8
6.59,6.59,40534,"2513","7218063052","TONYS",0,0,0,4
6.59,4.99,40345,"27175","7192100339","TOMBSTONE",0,1,0,36
6.59,4.99,40429,"23345","7192100339","TOMBSTONE",0,0,1,15
4.89,2.99,40191,"23067","1111087396","PRIVATE LABEL",0,0,1,18
6.49,6.49,40296,"21479","2066200532","KING",0,0,0,1
5.99,5.99,40877,"21237","2066200530","KING",0,0,0,3
6.89,6.89,40471,"9825","7218063983","TONYS",0,0,0,7
6.49,6.49,40331,"25229","7218063052","TONYS",0,0,0,10
3.26,3.26,40422,"19533","1111087395","PRIVATE LABEL",0,0,0,28
4,3.11,40478,"24991","1111087395","PRIVATE LABEL",0,0,1,16
6.99,6.99,40905,"19533","7218063052","TONYS",0,0,0,3
6.38,5.49,40002,"26983","7218063983","TONYS",0,0,1,2
6.59,6.59,40548,"25261","7192100336","TOMBSTONE",0,0,0,6
3.73,3.19,40737,"13837","1111087395","PRIVATE LABEL",0,0,1,26
6.27,6.27,40247,"4245","7218063979","TONYS",1,0,0,3
5.99,5.99,40695,"25027","2066200531","KING",0,0,0,3
5.49,5.49,40772,"4521","7192100339","TOMBSTONE",1,1,0,11
3.17,3.17,40499,"11993","1111087395","PRIVATE LABEL",0,0,0,12
7.19,5,40667,"23067","7192100337","TOMBSTONE",1,1,0,23
6.99,4.99,40429,"28909","7192100339","TOMBSTONE",1,0,0,50
4.79,3.75,40289,"25021","1111087398","PRIVATE LABEL",1,0,0,21
6.14,6.14,39862,"4521","7218063052","TONYS",0,0,0,4
3.34,3.34,40058,"2523","1111087395","PRIVATE LABEL",0,0,0,1
7.49,7.49,40702,"25229","7218063979","TONYS",0,0,0,3
6.79,6.79,39939,"29159","7218063979","TONYS",0,0,0,3
6.79,4.49,39897,"8263","7218063979","TONYS",1,1,0,12
3.17,3.17,40408,"23345","1111087395","PRIVATE LABEL",0,0,0,2
6.49,6.49,40331,"21485","7218063979","TONYS",0,0,0,1
5.99,5.99,40625,"23061","2066200530","KING",0,0,0,3
6.49,6.49,40205,"11993","7218063983","TONYS",0,0,0,6
6.37,6.37,39897,"8035","7192100339","TOMBSTONE",0,0,0,8
6.99,6.99,40212,"23067","7192100337","TOMBSTONE",0,0,0,9
4.99,4.99,40107,"19533","7218063052","TONYS",0,0,0,13
6.49,6.49,40324,"10019","7218063983","TONYS",0,0,0,1
6.99,5.5,40513,"8041","7192100337","TOMBSTONE",1,1,0,7
5.99,5.99,40485,"28909","2066200531","KING",0,0,0,4
6.38,6.38,40156,"21237","7218063052","TONYS",0,0,0,10
5.29,4,40688,"11757","1111087395","PRIVATE LABEL",0,0,1,8
6.49,5.29,40359,"10019","7218063052","TONYS",0,0,1,2
6.99,6.99,40156,"8035","7192100337","TOMBSTONE",0,0,0,14
7.09,7.09,40639,"4259","7218063983","TONYS",0,0,0,3
3.25,3.25,40310,"21485","1111087398","PRIVATE LABEL",0,0,0,8
6.59,4.99,40583,"19533","7192100339","TOMBSTONE",0,1,0,52
4.72,4.72,40331,"4259","1111087395","PRIVATE LABEL",0,0,0,7
6.49,6.49,40352,"17627","2066200532","KING",0,0,0,1
5.99,5.59,39904,"6431","7192100337","TOMBSTONE",1,1,0,21
3.72,3.28,40863,"2505","1111087398","PRIVATE LABEL",0,0,1,8
7.49,7.49,40660,"23349","7218063052","TONYS",0,0,0,2
6.59,4.58,40254,"12011","7192100336","TOMBSTONE",1,0,0,18
3.21,3.21,40464,"613","1111087396","PRIVATE LABEL",0,0,0,13
4.91,3.29,40597,"19265","1111087398","PRIVATE LABEL",0,1,0,71
6.59,6.59,40695,"15541","7192100337","TOMBSTONE",0,0,0,3
4,4,40751,"2281","1111087396","PRIVATE LABEL",0,0,0,10
6.99,6.99,40387,"25027","7192100339","TOMBSTONE",0,0,0,23
3.79,3.3,40737,"10019","1111087398","PRIVATE LABEL",0,0,1,28
3.31,3.31,40058,"21485","1111087395","PRIVATE LABEL",0,0,0,15
4.92,4,40639,"389","1111087396","PRIVATE LABEL",0,0,1,5
6.37,6.37,39855,"23345","7192100339","TOMBSTONE",0,0,0,6
3.28,2.87,40163,"2495","1111087396","PRIVATE LABEL",1,1,0,24
6.49,6.49,40303,"13853","2066200532","KING",0,0,0,2
6.49,6.49,40317,"8263","2066200530","KING",0,0,0,4
6.89,6.89,40464,"13609","7218063052","TONYS",0,0,0,7
5.99,5.99,40758,"2281","2066200532","KING",0,0,0,7
3.34,3.34,39890,"13859","1111087398","PRIVATE LABEL",0,0,0,7
6.89,4.51,40527,"23067","7218063979","TONYS",1,1,0,21
6.59,5.07,40415,"23327","7192100336","TOMBSTONE",0,1,0,21
6.99,6.99,40912,"23345","2066200532","KING",0,0,0,4
4.79,1.79,40247,"11761","1111087395","PRIVATE LABEL",0,0,1,1
6.79,4.99,39855,"2495","7218063052","TONYS",0,1,0,6
6.99,6.99,40114,"23061","7192100339","TOMBSTONE",0,0,0,12
5.99,5.99,40338,"2277","2066200530","KING",0,0,0,13
5.99,5.99,40408,"23349","2066200532","KING",0,0,0,5
6.59,6.59,39974,"23327","7192100336","TOMBSTONE",0,0,0,7
6.29,5.99,39834,"23075","7192100336","TOMBSTONE",1,1,0,15
6.59,5.19,40450,"13827","7192100336","TOMBSTONE",0,0,1,16
7.49,7.49,40688,"13853","7218063052","TONYS",0,0,0,6
4,3.22,40478,"15531","1111087395","PRIVATE LABEL",0,0,1,5
6.59,4.47,40100,"19521","7192100337","TOMBSTONE",1,0,0,29
6.79,5.27,40716,"2523","7192100337","TOMBSTONE",0,0,1,7
6.49,6.49,40324,"15765","2066200530","KING",0,0,0,2
3.61,3.61,40856,"4503","1111087396","PRIVATE LABEL",0,0,0,13
3.34,3.34,40100,"4489","1111087396","PRIVATE LABEL",0,0,0,1
6.99,6.99,40331,"6179","7192100339","TOMBSTONE",0,0,0,12
6.31,6.31,39876,"27175","7192100337","TOMBSTONE",0,0,0,4
6.99,6.99,40401,"15547","7192100337","TOMBSTONE",0,0,0,5
3.15,3.15,40254,"13853","1111087396","PRIVATE LABEL",0,0,0,7
6.38,6.38,40044,"13609","7218063052","TONYS",0,0,0,3
7.29,7.29,40625,"21485","7218063052","TONYS",0,0,0,1
6.99,6.99,40317,"9825","7192100339","TOMBSTONE",0,0,0,21
7.49,7.49,40772,"25027","7218063983","TONYS",1,0,0,8
4.59,3.79,40415,"2277","1111087398","PRIVATE LABEL",0,0,1,16
6.99,4.89,40373,"21227","7192100339","TOMBSTONE",0,1,0,73
6.59,6.59,40569,"15755","7192100336","TOMBSTONE",0,0,0,3
5.99,5.99,40849,"4521","2066200531","KING",0,0,0,4
7.29,6.49,40226,"13859","7218063983","TONYS",0,0,1,1
6.49,4.49,40730,"11993","2066200530","KING",1,0,0,24
7.29,7.29,40415,"25261","7218063052","TONYS",0,0,0,2
3.79,3.79,40814,"11967","1111087398","PRIVATE LABEL",0,0,0,6
7.49,7.49,40786,"19521","7218063979","TONYS",0,0,0,3
3.25,3.26,40604,"13837","1111087396","PRIVATE LABEL",1,0,0,17
7.29,4.27,40590,"29159","7218063052","TONYS",0,1,0,12
3.99,3.99,40191,"11967","7218063983","TONYS",0,0,0,7
6.99,4.51,40261,"4245","7192100339","TOMBSTONE",1,1,0,116
6.89,6.89,40471,"21213","7218063979","TONYS",0,0,0,1
3.32,3.32,40296,"11993","1111087395","PRIVATE LABEL",0,0,0,20
6.99,4.99,40583,"23075","7192100337","TOMBSTONE",1,1,0,39
5.99,5.99,40639,"623","2066200532","KING",0,0,0,3
6.99,6.99,40905,"15765","2066200532","KING",0,0,0,2
6.29,6.29,39869,"389","7192100337","TOMBSTONE",0,0,0,13
7.29,4.99,40569,"2541","7218063052","TONYS",0,1,0,2
6.99,6.99,40548,"387","7192100339","TOMBSTONE",0,0,0,11
6.59,6.59,40233,"19521","7192100336","TOMBSTONE",0,0,0,9
3.33,3.33,40016,"15755","1111087396","PRIVATE LABEL",0,0,0,13
3.27,3.27,40359,"25261","1111087395","PRIVATE LABEL",0,0,0,19
6.75,6.75,40660,"10019","7192100336","TOMBSTONE",0,0,0,4
6.59,5.11,40429,"4521","7192100337","TOMBSTONE",0,0,1,13
6.89,6.89,40590,"25021","7218063983","TONYS",0,0,0,3
6.99,6.99,40401,"26973","7192100339","TOMBSTONE",0,0,0,13
4,4,40793,"8035","1111087398","PRIVATE LABEL",0,0,0,5
5.29,3.97,40702,"25001","1111087395","PRIVATE LABEL",0,0,1,27
4,4,40877,"21221","1111087395","PRIVATE LABEL",0,0,0,15
6.49,6.49,40170,"2523","7218063052","TONYS",0,0,0,3
5.99,5.99,40660,"28909","2066200530","KING",0,0,0,7
6.99,4.53,40079,"387","7192100336","TOMBSTONE",1,1,0,42
6.79,6.79,39967,"13853","7218063052","TONYS",0,0,0,6
7.89,7.89,40765,"23327","7218063052","TONYS",0,0,0,2
5.64,5.64,40800,"2541","7192100337","TOMBSTONE",0,0,0,5
6.99,4.99,40457,"21213","7192100337","TOMBSTONE",0,0,1,4
3.38,3.38,40709,"4503","1111087396","PRIVATE LABEL",0,0,0,9
6.89,4.58,39883,"13609","7218063979","TONYS",1,1,0,51
4,4,40849,"4245","1111087396","PRIVATE LABEL",0,0,0,11
6.59,6.59,40016,"21485","7192100339","TOMBSTONE",0,0,0,12
5.29,3.91,40709,"25001","1111087396","PRIVATE LABEL",0,0,1,7
6.71,6.99,40331,"4245","7192100337","TOMBSTONE",1,0,0,1
3.49,3.49,40737,"21221","1111087398","PRIVATE LABEL",0,0,0,27
5.16,3.44,40744,"26981","1111087396","PRIVATE LABEL",1,0,0,15
3.26,3.26,40240,"19533","1111087396","PRIVATE LABEL",1,0,0,41
5.29,3.58,40618,"23067","1111087395","PRIVATE LABEL",0,0,1,7
4,4,40905,"6179","1111087396","PRIVATE LABEL",0,0,0,1
5.99,5.99,40821,"13827","2066200532","KING",0,0,0,10
7.49,4.99,40758,"19523","7218063983","TONYS",1,1,0,2
6.99,4.99,40142,"24991","7192100337","TOMBSTONE",1,0,0,59
6.49,4.99,40240,"8263","7218063983","TONYS",0,1,0,14
6.49,6.49,40317,"17627","2066200532","KING",0,0,0,3
6.59,5.64,40793,"9825","7192100337","TOMBSTONE",0,0,1,15
3.3,3.3,40296,"12011","1111087398","PRIVATE LABEL",0,0,0,18
5.29,3.45,40744,"4245","1111087395","PRIVATE LABEL",1,0,0,27
3.24,3.24,40142,"17599","1111087395","PRIVATE LABEL",0,0,0,20
6.49,6.49,40331,"17627","7218063979","TONYS",0,0,0,1
5.99,5.99,40639,"2495","2066200532","KING",0,0,0,4
7.29,7.29,40583,"623","7218063983","TONYS",0,0,0,3
6.49,6.49,40317,"25229","7218063983","TONYS",0,0,0,5
6.49,4.19,40758,"4489","2066200530","KING",1,0,0,13
6.89,4.48,40478,"13609","7218063052","TONYS",1,1,0,25
6.59,6.59,40310,"4489","7192100339","TOMBSTONE",0,0,0,9
3.3,3.3,40058,"613","1111087396","PRIVATE LABEL",0,0,0,17
3.21,3.21,40296,"2495","1111087395","PRIVATE LABEL",0,0,0,13
3.33,3.33,40107,"19521","1111087396","PRIVATE LABEL",0,0,0,8
3.25,3.25,40149,"21479","1111087395","PRIVATE LABEL",0,0,0,15
6.49,6.49,40268,"6379","7218063979","TONYS",0,0,0,7
6.02,5.53,39904,"11993","7192100339","TOMBSTONE",1,1,0,33
3.29,3.29,40065,"11993","1111087395","PRIVATE LABEL",0,0,0,7
6.29,6.29,39995,"389","7192100337","TOMBSTONE",0,0,0,13
5.64,5.64,40828,"23055","7192100336","TOMBSTONE",0,0,0,7
7.49,7.49,40653,"29159","7218063979","TONYS",0,0,0,1
6.29,6.29,39946,"15531","7192100339","TOMBSTONE",0,0,0,5
6.89,6.89,40401,"24991","7218063979","TONYS",0,0,0,1
3.98,3.22,39932,"4259","1111087395","PRIVATE LABEL",1,0,0,31
4.06,4.06,40793,"387","1111087395","PRIVATE LABEL",0,0,0,9
7.49,7.49,40653,"15765","7218063052","TONYS",0,0,0,3
6.27,4.99,40303,"23075","7218063052","TONYS",1,1,0,23
7.49,4.68,40681,"4521","7218063052","TONYS",1,1,0,13
6.49,6.49,40240,"25229","2066200532","KING",0,0,0,1
6.89,6.89,40086,"26983","7218063979","TONYS",0,0,0,1
3.77,3.34,40485,"15541","1111087395","PRIVATE LABEL",0,0,1,5
4,4,39897,"26973","1111087395","PRIVATE LABEL",0,0,0,14
6.29,5.99,39834,"2281","7192100336","TOMBSTONE",1,1,0,18
7.29,7.29,40212,"29159","7218063979","TONYS",0,0,0,2
5.99,5.49,39904,"13827","7192100339","TOMBSTONE",0,1,0,9
3.3,3.3,39911,"25253","1111087396","PRIVATE LABEL",0,0,0,10
4.06,4.06,39883,"4245","1111087398","PRIVATE LABEL",0,0,0,24
6.99,6.99,40366,"2281","7192100336","TOMBSTONE",0,0,0,3
6.49,4.99,40310,"8263","7218063983","TONYS",1,1,0,16
3.21,3.21,39890,"17599","1111087395","PRIVATE LABEL",0,0,0,10
6.59,6.59,39995,"23349","7192100336","TOMBSTONE",0,0,0,6
6.59,6.59,40065,"8263","7192100339","TOMBSTONE",0,0,0,7
6.59,6.59,40324,"6379","7192100337","TOMBSTONE",0,0,0,9
7.09,4.64,40674,"23075","7218063983","TONYS",0,1,0,30
3.19,3.19,39918,"4489","1111087398","PRIVATE LABEL",0,0,0,9
4.63,4.63,40324,"8041","1111087395","PRIVATE LABEL",0,0,0,3
7.29,4.99,40058,"19523","7218063052","TONYS",0,0,1,1
3.32,3.32,40072,"13827","1111087396","PRIVATE LABEL",0,0,0,20
7.49,7.49,40044,"23075","7192100337","TOMBSTONE",0,0,0,5
6.99,6.99,40898,"25261","7218063052","TONYS",0,0,0,2
6.59,5.64,40779,"25021","7192100336","TOMBSTONE",0,0,1,7
3.27,3.27,40114,"15755","1111087398","PRIVATE LABEL",0,0,0,10
7.29,6.49,40065,"2505","7218063052","TONYS",0,0,1,5
7.09,7.09,40667,"19265","7218063983","TONYS",0,0,0,3
6.49,6.49,40870,"21479","2066200530","KING",0,0,0,5
6.49,6.49,40142,"17615","7218063979","TONYS",0,0,0,1
6.04,6.04,40618,"24991","2066200530","KING",0,0,0,10
5.99,5.99,40506,"21213","2066200531","KING",0,0,0,2
6.59,6.59,40128,"6379","7192100339","TOMBSTONE",0,0,0,18
3.19,3.19,40128,"4489","1111087396","PRIVATE LABEL",0,0,0,5
6.46,4.99,39862,"2277","7218063052","TONYS",1,0,0,64
7.29,7.29,40436,"10019","7218063052","TONYS",0,0,0,3
6.59,6.59,40233,"2523","7192100339","TOMBSTONE",0,0,0,12
4.51,4.51,40338,"11757","1111087398","PRIVATE LABEL",0,0,0,7
5.49,5.32,40814,"2505","7192100339","TOMBSTONE",1,1,0,35
6.89,4.49,40527,"8041","7218063983","TONYS",1,1,0,24
5.8,5.1,40912,"26981","7192100336","TOMBSTONE",1,1,0,32
6.38,4.99,40058,"25021","7218063052","TONYS",0,0,1,22
7.49,5,40912,"2541","7218063983","TONYS",0,1,0,3
3.11,3.11,40100,"25233","1111087398","PRIVATE LABEL",0,0,0,3
3.34,3.34,40037,"23345","1111087398","PRIVATE LABEL",0,0,0,3
7.09,7.09,40646,"28909","7218063979","TONYS",0,0,0,5
6.38,6.38,39981,"28909","7218063979","TONYS",0,0,0,2
6.89,6.89,40415,"26973","7218063052","TONYS",0,0,0,5
6.38,5.49,39995,"23061","7218063983","TONYS",0,0,1,4
6.59,4.99,40576,"2495","7192100337","TOMBSTONE",1,0,0,49
4.67,4,40380,"21227","1111087395","PRIVATE LABEL",0,0,1,2
7.09,7.09,40632,"9825","7218063983","TONYS",0,0,0,8
5.99,5.99,40674,"2505","2066200532","KING",0,0,0,1
3.32,3.35,40541,"4245","1111087398","PRIVATE LABEL",1,0,0,57
6.27,4.99,40240,"13609","7218063052","TONYS",0,1,0,18
4,4,40891,"25021","1111087398","PRIVATE LABEL",0,0,0,16
4.7,2.89,40170,"2277","1111087396","PRIVATE LABEL",0,0,1,34
6.29,6.29,40338,"21237","7218063983","TONYS",0,0,0,12
6.38,6.38,40030,"15547","7218063052","TONYS",0,0,0,2
6.59,6.59,40121,"12011","7192100337","TOMBSTONE",0,0,0,9
6.38,6.38,39981,"15541","7218063052","TONYS",0,0,0,3
6.38,4.99,40051,"26973","7218063052","TONYS",1,1,0,13
2.89,2.89,40576,"8263","1111087395","PRIVATE LABEL",0,0,0,3
6.79,6.79,40674,"12011","7192100339","TOMBSTONE",0,0,0,3
6.89,6.89,40492,"25021","7218063979","TONYS",0,0,0,5
5.99,5.99,40639,"19523","2066200532","KING",0,0,0,1
3.26,3.26,39911,"25229","1111087398","PRIVATE LABEL",0,0,0,25
5.99,5.99,40450,"21227","2066200531","KING",0,0,0,10
6.79,6.79,39869,"29159","7218063052","TONYS",0,0,0,4
6.59,4.71,40807,"11757","7192100337","TOMBSTONE",0,1,0,46
6.49,6.49,40163,"27175","7218063983","TONYS",0,0,0,3
5.99,5.99,40485,"11757","2066200531","KING",0,0,0,2
6.59,6.59,40051,"2513","7192100337","TOMBSTONE",0,0,0,9
6.99,4.76,40149,"15541","7192100336","TOMBSTONE",1,0,0,9
5.49,5.49,40779,"13837","7192100339","TOMBSTONE",0,0,0,7
6.99,4.47,40261,"6179","7192100336","TOMBSTONE",1,1,0,36
6.99,6.99,40072,"25027","7192100336","TOMBSTONE",0,0,0,6
6.89,6.89,40401,"19265","7218063979","TONYS",0,0,0,3
7.29,4.49,40520,"623","7218063983","TONYS",0,1,0,10
6.59,6.59,40240,"2505","7192100339","TOMBSTONE",0,0,0,10
6.79,6.79,39848,"25229","7218063979","TONYS",0,0,0,5
3.91,3.91,40758,"25001","1111087395","PRIVATE LABEL",0,0,0,17
5.99,5.99,40667,"17627","2066200530","KING",0,0,0,8
6.99,6.99,40359,"21237","7192100337","TOMBSTONE",0,0,0,5
3.31,3.31,40485,"6431","1111087396","PRIVATE LABEL",0,0,0,11
4.84,4.84,40212,"2277","1111087396","PRIVATE LABEL",0,0,0,9
6.59,6.59,40744,"15541","7192100339","TOMBSTONE",0,0,0,9
3.23,3.27,40191,"2505","1111087398","PRIVATE LABEL",1,0,0,24
6.09,6.09,40814,"2281","2066200531","KING",0,0,0,14
7.29,7.29,40513,"623","7218063983","TONYS",0,0,0,5
6.79,6.79,40023,"15763","7218063983","TONYS",0,0,0,1
4.5,3.79,40324,"23075","1111087396","PRIVATE LABEL",0,0,1,2
6.59,6.59,39981,"25233","7192100336","TOMBSTONE",0,0,0,10
6.59,6.59,40751,"23055","7192100336","TOMBSTONE",0,0,0,2
7.02,3.99,40191,"12011","7218063052","TONYS",0,1,0,9
7.29,4.49,40457,"19523","7218063983","TONYS",0,1,0,1
6.99,4.59,40261,"9825","7192100337","TOMBSTONE",0,1,0,43
3.3,3.3,40191,"23345","1111087398","PRIVATE LABEL",0,0,0,16
3.31,3.31,40366,"13827","1111087395","PRIVATE LABEL",0,0,0,12
7.29,4.49,40478,"25229","7218063983","TONYS",1,1,0,24
6.99,5.05,40135,"25001","7192100339","TOMBSTONE",1,1,0,69
7.19,4.77,40611,"387","7192100337","TOMBSTONE",0,1,0,65
3.34,3.34,40009,"15755","1111087396","PRIVATE LABEL",0,0,0,5
4.73,4.73,40205,"8035","1111087395","PRIVATE LABEL",0,0,0,3
3.93,3.24,40912,"21237","1111087395","PRIVATE LABEL",0,1,0,14
4.71,4,40380,"23055","1111087396","PRIVATE LABEL",0,0,1,11
6.38,6.38,39967,"8041","7218063052","TONYS",0,0,0,7
6.38,4.99,40051,"2281","7218063979","TONYS",1,1,0,19
4.89,4.89,40114,"15531","1111087396","PRIVATE LABEL",0,0,0,5
7.89,7.89,40772,"13837","7218063983","TONYS",0,0,0,3
3.28,3.28,40506,"9825","1111087398","PRIVATE LABEL",0,0,0,26
4.89,4.89,40142,"21237","1111087398","PRIVATE LABEL",0,0,0,4
7.29,4.49,40485,"19533","7218063052","TONYS",1,1,0,29
7.09,7.09,40716,"26981","7218063983","TONYS",0,0,0,2
3.65,3.65,40709,"10019","1111087395","PRIVATE LABEL",0,0,0,8
3.11,3.11,40506,"29159","1111087398","PRIVATE LABEL",0,0,0,4
3.28,3.28,40023,"25233","1111087395","PRIVATE LABEL",0,0,0,11
7.49,7.49,40716,"27175","7218063979","TONYS",0,0,0,1
6.59,6.59,40198,"29159","7192100336","TOMBSTONE",0,0,0,8
3.37,3.37,40884,"19533","1111087395","PRIVATE LABEL",0,0,0,19
6.37,6.37,39988,"15547","7192100339","TOMBSTONE",0,0,0,15
6.99,6.99,40905,"25021","7218063979","TONYS",0,0,0,1
3.34,3.34,40618,"23327","1111087396","PRIVATE LABEL",0,0,0,5
6.99,6.99,40303,"15547","7192100339","TOMBSTONE",0,0,0,20
6.27,4.99,40303,"2279","7218063979","TONYS",0,1,0,38
3.47,3.47,40863,"13827","1111087395","PRIVATE LABEL",0,0,0,10
6.38,6.38,40142,"13609","7218063052","TONYS",0,0,0,8
2.93,3.23,40674,"13853","1111087396","PRIVATE LABEL",1,0,0,15
